"Jahr";"Ebene";"kkname";"kkkoe";"kgname";"kgkoe";"ggfest";"dggfest";"gg";"dgg";"ggfr";"gg13";"gg14";"gg15";"ggzug";"gebu";"einwohn"
2016;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Dietrich-Bonhoeffer";"1902254";8012;-3.06;8001;-3.19;4606;42;54;63;149;42;
2017;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Dietrich-Bonhoeffer";"1902254";8200;2.35;8209;2.60;4703;50;47;63;136;68;
2018;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Dietrich-Bonhoeffer";"1902254";7707;-6.01;7711;-6.07;4420;46;47;48;137;74;
2019;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Dietrich-Bonhoeffer";"1902254";7500;-2.69;7499;-2.75;4339;39;49;44;139;64;
2020;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Dietrich-Bonhoeffer";"1902254";7199;-4.01;7199;-4.00;4166;46;41;47;127;60;
2021;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Dietrich-Bonhoeffer";"1902254";7013;-2.58;7009;-2.64;4072;38;51;45;121;85;
2014;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3584;;3567;;2016;24;17;20;223;32;
2015;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3501;-2.32;3501;-1.85;1990;17;26;20;233;29;
2016;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3501;0.00;3496;-0.14;2008;20;18;26;234;28;
2017;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3489;-0.34;3493;-0.09;1982;15;18;17;230;34;
2018;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3342;-4.21;3344;-4.27;1916;21;16;19;252;32;
2019;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3277;-1.94;3276;-2.03;1869;9;21;16;277;52;
2020;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3200;-2.35;3200;-2.32;1820;18;12;21;276;45;
2021;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Neustadt-Marien";"1902266";3071;-4.03;3073;-3.97;1745;23;18;13;266;38;
2014;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2016;;2007;;1109;10;10;8;280;19;
2015;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2189;8.58;2189;9.07;1206;6;11;11;354;16;
2016;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2199;0.46;2196;0.32;1231;5;9;14;353;14;
2017;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2320;5.50;2323;5.78;1286;6;7;8;318;18;
2018;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2278;-1.81;2279;-1.89;1282;16;8;8;361;23;
2019;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2360;3.60;2359;3.51;1336;4;19;10;369;22;
2020;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2352;-0.34;2350;-0.38;1319;13;4;20;359;25;
2021;"Kirchengemeinden";"Bielefeld";"19022";"KG Bielefeld-Reformiert";"1902281";2325;-1.15;2323;-1.15;1297;7;14;5;363;24;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4899;;4893;;2722;44;48;40;23;45;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4768;-2.67;4768;-2.55;2643;40;42;49;27;24;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4690;-1.64;4680;-1.85;2586;28;44;41;26;32;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4605;-1.81;4593;-1.86;2576;37;28;42;25;41;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4504;-2.19;4506;-1.89;2510;32;39;27;35;36;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4405;-2.20;4407;-2.20;2459;31;34;37;38;37;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4307;-2.22;4307;-2.27;2416;25;29;34;39;37;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Werne";"1902308";4174;-3.09;4178;-3.00;2342;29;24;28;42;34;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";4329;;4324;;2452;35;39;66;23;39;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";4273;-1.29;4273;-1.18;2412;27;35;40;34;31;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";4205;-1.59;4196;-1.80;2364;36;28;34;36;36;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";4177;-0.67;4166;-0.71;2336;30;38;28;44;53;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";4111;-1.58;4113;-1.27;2312;33;33;38;56;47;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";4035;-1.85;4037;-1.85;2287;33;33;35;56;53;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";3912;-3.05;3910;-3.15;2225;26;32;30;57;51;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Dahlhausen";"1902309";3862;-1.28;3858;-1.33;2195;33;27;32;68;42;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4574;;4568;;2611;44;48;48;166;31;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4510;-1.40;4510;-1.27;2559;32;47;48;178;38;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4412;-2.17;4402;-2.39;2510;36;34;49;181;33;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4315;-2.20;4303;-2.25;2440;28;38;34;177;30;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4223;-2.13;4225;-1.81;2411;30;31;41;198;34;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4162;-1.44;4164;-1.44;2389;29;30;30;205;40;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4134;-0.67;4136;-0.67;2375;32;31;28;205;30;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Harpen";"1902312";4002;-3.19;4002;-3.24;2290;25;33;29;203;40;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";5052;;5046;;2865;30;31;54;15;44;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";4880;-3.40;4880;-3.29;2770;17;34;28;24;48;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";4757;-2.52;4747;-2.73;2687;19;18;32;24;44;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";4702;-1.16;4689;-1.22;2655;24;22;18;25;41;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";4598;-2.21;4600;-1.90;2605;18;25;25;36;36;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";4517;-1.76;4519;-1.76;2547;17;23;28;37;45;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";4396;-2.68;4394;-2.77;2469;18;21;25;38;49;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Trinitatis";"1902314";4207;-4.30;4207;-4.26;2385;17;16;21;42;36;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";10357;;10344;;5821;89;105;107;53;108;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";10109;-2.39;10109;-2.27;5671;83;91;111;57;83;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";9872;-2.34;9851;-2.55;5535;78;85;92;58;95;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";9828;-0.45;9802;-0.50;5497;68;82;89;53;87;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";9561;-2.72;9565;-2.42;5403;57;70;84;55;83;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";9298;-2.75;9302;-2.75;5255;60;59;71;53;80;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";8968;-3.55;8972;-3.55;5045;60;61;60;52;83;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Langendreer ";"1902316";8667;-3.36;8674;-3.32;4879;58;63;65;51;63;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";5052;;5046;;2822;47;55;50;67;51;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";4961;-1.80;4961;-1.68;2774;36;47;55;60;37;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";4832;-2.60;4822;-2.80;2703;38;36;48;58;43;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";4728;-2.15;4715;-2.22;2629;34;39;37;61;59;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";4653;-1.59;4655;-1.27;2586;31;32;37;68;58;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";4550;-2.21;4552;-2.21;2540;27;31;32;81;44;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";4422;-2.81;4421;-2.88;2467;34;27;32;80;56;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Linden";"1902320";4297;-2.83;4296;-2.83;2403;41;34;28;72;51;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";4379;;4374;;2289;34;37;27;58;32;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";4258;-2.76;4258;-2.65;2224;32;32;36;62;23;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";4217;-0.96;4208;-1.17;2212;27;33;34;59;36;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";4094;-2.92;4083;-2.97;2138;32;29;30;52;29;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";3970;-3.03;3972;-2.72;2080;26;35;29;63;29;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";3888;-2.07;3890;-2.06;2046;19;26;34;70;38;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";3762;-3.24;3762;-3.29;2012;7;19;26;70;37;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Querenburg";"1902322";3601;-4.28;3599;-4.33;1955;10;7;19;70;26;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";5139;;5133;;2897;40;58;57;74;49;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";5007;-2.57;5007;-2.45;2827;49;40;60;85;37;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";4866;-2.82;4855;-3.04;2760;48;47;39;85;50;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";4811;-1.13;4798;-1.17;2728;35;48;47;95;28;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";4720;-1.89;4722;-1.58;2669;44;33;44;106;54;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";4660;-1.27;4662;-1.27;2630;47;45;32;147;49;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";4620;-0.86;4614;-1.03;2598;35;47;47;163;52;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Stiepel";"1902323";4551;-1.49;4545;-1.50;2573;27;36;46;181;45;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";5381;;5374;;3060;42;42;40;280;43;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";5347;-0.63;5347;-0.50;3036;34;43;45;305;44;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";5230;-2.19;5219;-2.39;2958;40;33;44;310;38;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";5165;-1.24;5151;-1.30;2922;33;42;33;290;42;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";5121;-0.85;5123;-0.54;2898;28;35;42;340;47;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";5014;-2.09;5016;-2.09;2828;42;32;36;376;43;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";4924;-1.79;4923;-1.85;2769;39;42;31;396;44;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar";"1902325";4784;-2.84;4767;-3.17;2682;32;40;41;386;43;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3741;;3736;;2058;40;36;55;152;34;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3685;-1.50;3685;-1.37;2064;34;40;36;155;34;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3643;-1.14;3635;-1.36;2027;39;36;36;151;25;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3624;-0.52;3614;-0.58;2011;26;41;39;147;23;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3590;-0.94;3592;-0.61;2002;23;32;44;144;48;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3478;-3.12;3479;-3.15;1936;22;26;33;143;36;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3400;-2.24;3400;-2.27;1910;17;24;27;138;39;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Weitmar-Mark";"1902326";3308;-2.71;3308;-2.71;1845;29;19;24;131;39;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";6169;;6161;;3557;46;43;45;64;50;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";6025;-2.33;6025;-2.21;3496;39;49;45;62;44;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";5856;-2.80;5843;-3.02;3384;25;39;48;60;56;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";5851;-0.09;5835;-0.14;3384;28;28;39;64;44;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";5690;-2.75;5693;-2.43;3305;31;32;25;68;59;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";5569;-2.13;5571;-2.14;3228;34;31;36;77;58;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";5419;-2.69;5424;-2.64;3142;34;37;30;75;62;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Altenbochum-Laer";"1902328";5222;-3.64;5226;-3.65;3043;21;36;36;72;57;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";5654;;5647;;3200;35;38;51;73;62;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";5528;-2.23;5528;-2.11;3125;28;40;40;70;34;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";5384;-2.60;5372;-2.82;3023;48;29;42;64;57;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";5294;-1.67;5280;-1.71;2956;27;49;30;49;40;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";5165;-2.44;5167;-2.14;2885;19;32;48;73;47;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";4970;-3.78;4972;-3.77;2779;27;23;30;72;47;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";4825;-2.92;4827;-2.92;2686;24;25;26;70;61;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Eppendorf-Goldhamme";"1902329";4695;-2.69;4697;-2.69;2605;23;26;31;67;42;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";6603;;6595;;3765;47;63;61;133;72;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";6476;-1.92;6476;-1.80;3712;45;49;62;125;67;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";6328;-2.29;6314;-2.50;3635;33;49;54;128;56;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";6237;-1.44;6220;-1.49;3592;43;34;50;124;76;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";6107;-2.08;6110;-1.77;3529;32;42;36;132;69;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";5966;-2.31;5968;-2.32;3423;43;35;44;134;61;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";5866;-1.68;5867;-1.69;3343;38;44;36;140;76;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Wiemelhausen";"1902330";5790;-1.30;5797;-1.19;3319;46;40;47;139;82;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";14598;;14581;;8052;56;72;90;154;146;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";14330;-1.84;14330;-1.72;7917;61;60;77;114;115;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";14078;-1.76;14048;-1.97;7752;68;66;65;121;134;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";13946;-0.94;13910;-0.98;7651;47;68;65;110;129;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";13562;-2.75;13568;-2.46;7493;50;42;65;117;153;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";13266;-2.18;13271;-2.19;7341;55;50;46;112;147;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";12899;-2.77;12902;-2.78;7137;46;58;50;107;121;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Bochum";"1902331";12552;-2.69;12555;-2.69;6948;56;47;58;102;161;
2014;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";6766;;6758;;3748;57;64;56;71;57;
2015;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";6638;-1.89;6638;-1.78;3689;53;56;65;81;63;
2016;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";6446;-2.89;6432;-3.10;3593;50;54;61;84;42;
2017;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";6346;-1.55;6329;-1.60;3525;56;49;55;90;60;
2018;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";6201;-2.28;6204;-1.98;3451;47;55;50;91;73;
2019;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";6040;-2.60;6043;-2.60;3361;36;50;55;48;71;
2020;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";5862;-2.95;5862;-3.00;3261;54;35;50;45;72;
2021;"Kirchengemeinden";"Bochum";"19023";"KG Bochum-Nord";"1902332";5668;-3.31;5674;-3.21;3168;33;56;36;50;68;
2014;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3689;;3682;;2034;30;31;32;141;25;
2015;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3628;-1.65;3628;-1.47;2010;40;29;34;153;27;
2016;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3605;-0.63;3575;-1.46;1981;24;39;28;158;33;
2017;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3553;-1.44;3547;-0.78;1956;28;27;41;145;29;
2018;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3522;-0.87;3522;-0.70;1951;25;27;26;156;33;
2019;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3432;-2.56;3432;-2.56;1913;23;25;27;149;36;
2020;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3418;-0.41;3418;-0.41;1898;25;23;26;154;40;
2021;"Kirchengemeinden";"Dortmund";"19025";"KG Asseln";"1902501";3329;-2.60;3329;-2.60;1849;28;25;24;150;34;
2014;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";4156;;4149;;2333;46;39;43;68;27;
2015;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";4091;-1.56;4091;-1.40;2308;37;46;40;68;34;
2016;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";3989;-2.49;3956;-3.30;2239;37;40;46;70;30;
2017;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";3910;-1.98;3903;-1.34;2216;36;43;39;70;25;
2018;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";3802;-2.76;3802;-2.59;2163;27;37;46;69;41;
2019;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";3753;-1.29;3753;-1.29;2149;32;28;39;79;28;
2020;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";3655;-2.61;3655;-2.61;2092;26;35;29;83;23;
2021;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Berghofen";"1902502";3534;-3.31;3533;-3.34;2038;27;27;33;86;51;
2014;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";8194;;8179;;4620;53;61;76;79;66;
2015;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";8105;-1.09;8105;-0.90;4570;51;58;62;83;76;
2016;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";8089;-0.20;8021;-1.04;4522;51;53;59;82;59;
2017;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";7845;-3.02;7831;-2.37;4413;62;53;57;74;75;
2018;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";7687;-2.01;7688;-1.83;4352;58;63;53;78;98;
2019;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";7492;-2.54;7492;-2.55;4232;42;59;62;74;69;
2020;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";7265;-3.03;7264;-3.04;4087;41;44;57;74;73;
2021;"Kirchengemeinden";"Dortmund";"19025";"KG Brackel";"1902503";7039;-3.11;7039;-3.10;3973;58;41;46;73;59;
2014;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";5646;;5636;;3105;39;57;41;7;52;
2015;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";5533;-2.00;5533;-1.83;3041;43;41;57;8;43;
2016;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";5442;-1.64;5396;-2.48;2948;39;44;44;9;49;
2017;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";5283;-2.92;5274;-2.26;2903;37;37;45;8;40;
2018;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";5153;-2.46;5153;-2.29;2830;38;38;41;8;56;
2019;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";5011;-2.76;5011;-2.76;2765;23;43;40;9;48;
2020;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";4851;-3.19;4851;-3.19;2688;30;23;42;9;40;
2021;"Kirchengemeinden";"Dortmund";"19025";"KG Brambauer";"1902504";4711;-2.89;4711;-2.89;2621;48;30;26;9;41;
2014;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";4175;;4167;;2301;25;35;41;51;43;
2015;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";4123;-1.25;4123;-1.06;2282;43;26;36;51;27;
2016;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";4105;-0.44;4071;-1.26;2252;27;44;27;56;37;
2017;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";4050;-1.34;4043;-0.69;2231;31;27;45;61;45;
2018;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";3979;-1.75;3979;-1.58;2188;32;36;30;67;41;
2019;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";3961;-0.45;3961;-0.45;2195;34;34;37;63;36;
2020;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";3949;-0.30;3950;-0.28;2204;28;35;34;62;52;
2021;"Kirchengemeinden";"Dortmund";"19025";"KG Brechten";"1902505";3930;-0.48;3931;-0.48;2206;27;31;36;65;53;
2014;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";11722;;11701;;6565;102;94;129;38;117;
2015;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";11506;-1.84;11506;-1.67;6472;89;105;97;38;94;
2016;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";11290;-1.88;11195;-2.70;6301;95;94;107;37;99;
2017;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";10752;-4.77;10733;-4.13;6056;76;91;90;41;90;
2018;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";10726;-0.24;10727;-0.06;6062;72;75;89;46;142;
2019;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";10425;-2.81;10424;-2.82;5871;70;73;77;49;84;
2020;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";10110;-3.02;10108;-3.03;5697;68;68;73;51;94;
2021;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Christus";"1902506";9813;-2.94;9813;-2.92;5560;72;73;69;49;101;
2014;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Südwest";"1902507";9990;;9972;;5572;79;95;96;171;93;
2015;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Südwest";"1902507";9750;-2.40;9750;-2.23;5431;85;78;94;193;68;
2016;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Südwest";"1902507";9653;-0.99;9572;-1.83;5325;71;87;78;210;101;
2017;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Südwest";"1902507";9252;-4.15;9236;-3.51;5140;66;71;86;205;85;
2018;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Südwest";"1902507";9274;0.24;9275;0.42;5155;70;73;74;224;114;
2019;"Kirchengemeinden";"Dortmund";"19025";"KG Dortmund-Südwest";"1902507";9058;-2.33;9058;-2.34;5029;59;70;76;247;89;
