"kgkoe";"ggfest";"dggfest"
"1905503";3.462;-0,46
"1905505";4.082;-1,31
"1905505";4.061;-0,51
"1905505";4.028;-0,81
"1905505";3.994;-0,84
"1905505";3.943;-1,28
"1905505";3.864;-2,00
"1905505";3.775;-2,30
"1905506";2.034;-1,12
"1905506";2.005;-1,43
"1905506";2.002;-0,15
"1905506";1.973;-1,45
"1905506";1.963;-0,51
"1905506";1.960;-0,15
"1905506";1.919;-2,09
"1905507";4.752;-1,02
"1905507";4.713;-0,82
"1905507";4.607;-2,25
"1905507";4.586;-0,46
"1905507";4.529;-1,24
"1905507";4.480;-1,08
"1905507";4.413;-1,50
"1905508";3.391;0,27
"1905508";3.383;-0,24
"1905508";3.394;0,33
"1905508";3.388;-0,18
"1905508";3.398;0,30
"1905508";3.370;-0,82
"1905508";3.350;-0,59
"1905509";3.645;-1,19
"1905509";3.586;-1,62
"1905509";3.520;-1,84
"1905509";3.461;-1,68
"1905509";3.420;-1,18
"1905509";3.385;-1,02
"1905509";3.293;-2,72
"1905511";1.277;0,55
"1905511";1.277;0,00
"1905511";1.262;-1,17
"1905511";1.236;-2,06
"1905511";1.218;-1,46
"1905511";1.194;-1,97
"1905511";1.165;-2,43
"1905512";13.769;-1,56
"1905512";13.591;-1,29
"1905512";13.423;-1,24
"1905512";13.206;-1,62
"1905512";12.906;-2,27
"1905512";12.719;-1,45
"1905512";12.445;-2,15
"1905514";4.102;-0,92
"1905514";4.093;-0,22
"1905514";4.035;-1,42
"1905514";3.996;-0,97
"1905514";3.947;-1,23
"1905514";3.910;-0,94
"1905514";3.873;-0,95
"1905515";1.361;2,25
"1905515";1.359;-0,15
"1905515";1.369;0,74
"1905515";1.394;1,83
"1905515";1.385;-0,65
"1905515";1.366;-1,37
"1905515";1.341;-1,83
"1905516";960;0,00
"1905516";969;0,94
"1905516";945;-2,48
"1905516";939;-0,63
"1905516";918;-2,24
"1905516";897;-2,29
"1905516";868;-3,23
"1905517";4.044;-0,34
"1905517";4.020;-0,59
"1905517";3.997;-0,57
"1905517";3.903;-2,35
"1905517";3.824;-2,02
"1905517";3.763;-1,60
"1905517";3.620;-3,80
"1905518";2.021;-0,59
"1905518";1.995;-1,29
"1905518";1.926;-3,46
"1905518";1.905;-1,09
"1905518";1.881;-1,26
"1905518";1.862;-1,01
"1905518";1.844;-0,97
"1905519";4.373;-2,50
"1905519";4.276;-2,22
"1905519";4.216;-1,40
"1905519";4.136;-1,90
"1905519";4.067;-1,67
"1905519";3.985;-2,02
"1905519";3.951;-0,85
"1905520";883;-3,18
"1905520";872;-1,25
"1905520";856;-1,83
"1905520";853;-0,35
"1905520";846;-0,82
"1905520";818;-3,31
"1905520";819;0,12
"1905521";6.648;-1,34
"1905521";6.513;-2,03
"1905521";6.460;-0,81
"1905521";6.370;-1,39
"1905521";6.245;-1,96
"1905521";6.164;-1,30
"1905521";6.054;-1,78
"1905522";805;-0,12
"1905522";797;-0,99
"1905522";813;2,01
"1905522";799;-1,72
"1905522";791;-1,00
"1905522";790;-0,13
"1905522";777;-1,65
"1905523";8.104;0,25
"1905523";8.004;-1,23
"1905523";7.908;-1,20
"1905523";7.683;-2,85
"1905523";7.590;-1,21
"1905523";7.395;-2,57
"1905523";7.300;-1,28
"1905525";3.864;-1,23
"1905525";3.793;-1,84
"1905525";3.706;-2,29
"1905525";3.679;-0,73
"1905525";3.609;-1,90
"1905525";3.586;-0,64
"1905525";3.525;-1,70
"1905526";5.705;-1,31
"1905526";5.585;-2,10
"1905526";5.565;-0,36
"1905526";5.502;-1,13
"1905526";5.354;-2,69
"1905526";5.212;-2,65
"1905526";5.150;-1,19
"1905527";5.656;-1,00
"1905527";5.735;1,40
"1905527";5.698;-0,65
"1905527";5.654;-0,77
"1905527";5.641;-0,23
"1905527";5.551;-1,60
"1905527";5.475;-1,37
"1905528";2.155;0,89
"1905528";2.170;0,70
"1905528";2.172;0,09
"1905528";2.163;-0,41
"1905528";2.168;0,23
"1905528";2.141;-1,25
"1905528";2.085;-2,62
"1905529";2.275;0,22
"1905529";2.299;1,05
"1905529";2.221;-3,39
"1905529";2.243;0,99
"1905529";2.243;0,00
"1905529";2.222;-0,94
"1905529";2.197;-1,13
"1905531";8.466;-1,95
"1905531";8.298;-1,98
"1905531";8.299;0,01
"1905531";8.153;-1,76
"1905531";7.984;-2,07
"1905531";7.791;-2,42
"1905531";7.583;-2,67
"1905581";372;-2,36
"1905581";362;-2,69
"1905581";252;-30,39
"1905581";338;34,13
"1905581";338;0,00
"1905581";327;-3,25
"1905581";307;-6,12
